id,bouquet,price,date,year,quarter,month,day,week,sender_city,sender_province,delivery_city,delivery_province
5613,tulips,40.00,2013-10-21,2013,4,10,21,43,Poznań,Wielkopolskie,Przemyśl,Podkarpackie
5614,roses,40.00,2013-10-21,2013,4,10,21,43,Sandomierz,Świętokrzyskie,Poznań,Wielkopolskie
5615,mix,40.00,2013-10-21,2013,4,10,21,43,Włocławek,Kujawsko-Pomorskie,Kraków,Małopolskie
5616,roses,40.00,2013-10-21,2013,4,10,21,43,Lubin,Dolnośląskie,Łódź,Łódzkie
5617,tulips,40.00,2013-10-21,2013,4,10,21,43,Wrocław,Dolnośląskie,Kraków,Małopolskie
5618,roses,40.00,2013-10-21,2013,4,10,21,43,Augustów,Podlaskie,Jelenia Góra,Dolnośląskie
5619,mix,40.00,2013-10-22,2013,4,10,22,43,Poznań,Wielkopolskie,Zgierz,Łódzkie
5620,tulips,40.00,2013-10-22,2013,4,10,22,43,Gdańsk,Pomorskie,Przemyśl,Podkarpackie
5621,tulips,40.00,2013-10-22,2013,4,10,22,43,Wrocław,Dolnośląskie,Gorzów Wielkopolski,Lubuskie
5622,mix,40.00,2013-10-22,2013,4,10,22,43,Wrocław,Dolnośląskie,Kraków,Małopolskie
5623,tulips,40.00,2013-10-22,2013,4,10,22,43,Wadowice,Małopolskie,Rzeszów,Podkarpackie
5624,tulips,40.00,2013-10-22,2013,4,10,22,43,Warszawa,Mazowieckie,Jelenia Góra,Dolnośląskie
5625,tulips,40.00,2013-10-22,2013,4,10,22,43,Poznań,Wielkopolskie,Warszawa,Mazowieckie
5626,mix,40.00,2013-10-22,2013,4,10,22,43,Gorzów Wielkopolski,Lubuskie,Kraków,Małopolskie
5627,roses,40.00,2013-10-22,2013,4,10,22,43,Lublin,Lubelskie,Wadowice,Małopolskie
5628,roses,40.00,2013-10-22,2013,4,10,22,43,Poznań,Wielkopolskie,Chełm,Lubelskie
5629,mix,40.00,2013-10-22,2013,4,10,22,43,Kalisz,Wielkopolskie,Kraków,Małopolskie
5630,tulips,40.00,2013-10-22,2013,4,10,22,43,Warszawa,Mazowieckie,Białystok,Podlaskie
5631,tulips,40.00,2013-10-22,2013,4,10,22,43,Zgierz,Łódzkie,Kraków,Małopolskie
5632,mix,40.00,2013-10-22,2013,4,10,22,43,Kluczbork,Opolskie,Iława,Warmińsko-Mazurskie
5633,tulips,40.00,2013-10-22,2013,4,10,22,43,Tarnów,Małopolskie,Kraków,Małopolskie
5634,tulips,40.00,2013-10-22,2013,4,10,22,43,Piła,Wielkopolskie,Olsztyn,Warmińsko-Mazurskie
5635,mix,40.00,2013-10-22,2013,4,10,22,43,Gryfice,Zachodniopomorskie,Iława,Warmińsko-Mazurskie
5636,roses,40.00,2013-10-23,2013,4,10,23,43,Biała Podlaska,Lubelskie,Giżycko,Warmińsko-Mazurskie
5637,mix,40.00,2013-10-23,2013,4,10,23,43,Radom,Mazowieckie,Elbląg,Warmińsko-Mazurskie
5638,tulips,40.00,2013-10-23,2013,4,10,23,43,Tczew,Pomorskie,Warszawa,Mazowieckie
5639,mix,40.00,2013-10-23,2013,4,10,23,43,Kraków,Małopolskie,Łódź,Łódzkie
5640,roses,40.00,2013-10-23,2013,4,10,23,43,Kraków,Małopolskie,Wrocław,Dolnośląskie
5641,roses,40.00,2013-10-23,2013,4,10,23,43,Sopot,Pomorskie,Szczecin,Zachodniopomorskie
5642,roses,40.00,2013-10-23,2013,4,10,23,43,Sieradz,Łódzkie,Zgierz,Łódzkie
5643,tulips,40.00,2013-10-23,2013,4,10,23,43,Wrocław,Dolnośląskie,Elbląg,Warmińsko-Mazurskie
5644,roses,40.00,2013-10-23,2013,4,10,23,43,Kielce,Świętokrzyskie,Elbląg,Warmińsko-Mazurskie
5645,tulips,40.00,2013-10-23,2013,4,10,23,43,Zielona Góra,Lubuskie,Kraków,Małopolskie
5646,tulips,40.00,2013-10-23,2013,4,10,23,43,Warszawa,Mazowieckie,Kraków,Małopolskie
5647,tulips,40.00,2013-10-23,2013,4,10,23,43,Kielce,Świętokrzyskie,Katowice,Śląskie
5648,roses,40.00,2013-10-23,2013,4,10,23,43,Szczecin,Zachodniopomorskie,Poznań,Wielkopolskie
5649,tulips,40.00,2013-10-23,2013,4,10,23,43,Kraków,Małopolskie,Sieradz,Łódzkie
5650,mix,40.00,2013-10-24,2013,4,10,24,43,Warszawa,Mazowieckie,Warszawa,Mazowieckie
5651,mix,40.00,2013-10-24,2013,4,10,24,43,Kolno,Podlaskie,Lublin,Lubelskie
5652,tulips,40.00,2013-10-24,2013,4,10,24,43,Głogów,Dolnośląskie,Wrocław,Dolnośląskie
5653,tulips,40.00,2013-10-24,2013,4,10,24,43,Toruń,Kujawsko-Pomorskie,Biała Podlaska,Lubelskie
5654,tulips,40.00,2013-10-24,2013,4,10,24,43,Kraków,Małopolskie,Rzeszów,Podkarpackie
5655,tulips,40.00,2013-10-24,2013,4,10,24,43,Katowice,Śląskie,Nowy Sącz,Małopolskie
5656,tulips,40.00,2013-10-24,2013,4,10,24,43,Poznań,Wielkopolskie,Kraków,Małopolskie
5657,roses,40.00,2013-10-24,2013,4,10,24,43,Biała Podlaska,Lubelskie,Kraków,Małopolskie
5658,mix,40.00,2013-10-24,2013,4,10,24,43,Wadowice,Małopolskie,Kraków,Małopolskie
5659,tulips,40.00,2013-10-24,2013,4,10,24,43,Wadowice,Małopolskie,Tczew,Pomorskie
5660,mix,40.00,2013-10-24,2013,4,10,24,43,Gdańsk,Pomorskie,Warszawa,Mazowieckie
5661,mix,40.00,2013-10-24,2013,4,10,24,43,Kluczbork,Opolskie,Gryfice,Zachodniopomorskie
5662,tulips,40.00,2013-10-24,2013,4,10,24,43,Przemyśl,Podkarpackie,Kraków,Małopolskie
5663,tulips,40.00,2013-10-24,2013,4,10,24,43,Wadowice,Małopolskie,Krosno,Podkarpackie
5664,mix,40.00,2013-10-25,2013,4,10,25,43,Żagań,Lubuskie,Kraków,Małopolskie
5665,tulips,40.00,2013-10-25,2013,4,10,25,43,Warszawa,Mazowieckie,Warszawa,Mazowieckie
5666,roses,40.00,2013-10-25,2013,4,10,25,43,Gniezno,Wielkopolskie,Rzeszów,Podkarpackie
5667,roses,40.00,2013-10-25,2013,4,10,25,43,Tczew,Pomorskie,Białystok,Podlaskie
5668,mix,40.00,2013-10-25,2013,4,10,25,43,Łańcut,Podkarpackie,Gdańsk,Pomorskie
5669,tulips,40.00,2013-10-25,2013,4,10,25,43,Kalisz,Wielkopolskie,Krosno,Podkarpackie
5670,tulips,40.00,2013-10-25,2013,4,10,25,43,Nowy Targ,Małopolskie,Wrocław,Dolnośląskie
5671,tulips,40.00,2013-10-25,2013,4,10,25,43,Gryfice,Zachodniopomorskie,Gdynia,Pomorskie
5672,tulips,40.00,2013-10-25,2013,4,10,25,43,Szczecin,Zachodniopomorskie,Kraków,Małopolskie
5673,tulips,40.00,2013-10-25,2013,4,10,25,43,Łódź,Łódzkie,Warszawa,Mazowieckie
5674,mix,40.00,2013-10-25,2013,4,10,25,43,Suwałki,Podlaskie,Ełk,Warmińsko-Mazurskie
5675,tulips,40.00,2013-10-25,2013,4,10,25,43,Żagań,Lubuskie,Sopot,Pomorskie
5676,roses,40.00,2013-10-25,2013,4,10,25,43,Kraków,Małopolskie,Gdańsk,Pomorskie
5677,roses,40.00,2013-10-25,2013,4,10,25,43,Giżycko,Warmińsko-Mazurskie,Mielec,Podkarpackie
5678,tulips,40.00,2013-10-25,2013,4,10,25,43,Gdańsk,Pomorskie,Opole,Opolskie
5679,tulips,40.00,2013-10-25,2013,4,10,25,43,Zgierz,Łódzkie,Giżycko,Warmińsko-Mazurskie
5680,mix,40.00,2013-10-25,2013,4,10,25,43,Bydgoszcz,Kujawsko-Pomorskie,Gdańsk,Pomorskie
5681,mix,40.00,2013-10-25,2013,4,10,25,43,Giżycko,Warmińsko-Mazurskie,Lubin,Dolnośląskie
5682,roses,40.00,2013-10-25,2013,4,10,25,43,Gniezno,Wielkopolskie,Wieliczka,Małopolskie
5683,mix,40.00,2013-10-25,2013,4,10,25,43,Suwałki,Podlaskie,Suwałki,Podlaskie
5684,tulips,40.00,2013-10-26,2013,4,10,26,43,Gdańsk,Pomorskie,Tczew,Pomorskie
5685,tulips,40.00,2013-10-26,2013,4,10,26,43,Lublin,Lubelskie,Poznań,Wielkopolskie
5686,mix,40.00,2013-10-26,2013,4,10,26,43,Augustów,Podlaskie,Opole,Opolskie
5687,roses,40.00,2013-10-26,2013,4,10,26,43,Poznań,Wielkopolskie,Mielec,Podkarpackie
5688,tulips,40.00,2013-10-26,2013,4,10,26,43,Nowy Targ,Małopolskie,Jelenia Góra,Dolnośląskie
5689,mix,40.00,2013-10-26,2013,4,10,26,43,Warszawa,Mazowieckie,Zielona Góra,Lubuskie
5690,roses,40.00,2013-10-26,2013,4,10,26,43,Gdańsk,Pomorskie,Kalisz,Wielkopolskie
5691,roses,40.00,2013-10-26,2013,4,10,26,43,Warszawa,Mazowieckie,Katowice,Śląskie
5692,tulips,40.00,2013-10-26,2013,4,10,26,43,Koszalin,Zachodniopomorskie,Słupsk,Pomorskie
5693,roses,40.00,2013-10-26,2013,4,10,26,43,Tczew,Pomorskie,Kolno,Podlaskie
5694,tulips,40.00,2013-10-26,2013,4,10,26,43,Wieliczka,Małopolskie,Wadowice,Małopolskie
5695,roses,40.00,2013-10-26,2013,4,10,26,43,Lublin,Lubelskie,Elbląg,Warmińsko-Mazurskie
5696,tulips,40.00,2013-10-26,2013,4,10,26,43,Gdynia,Pomorskie,Łańcut,Podkarpackie
5697,tulips,40.00,2013-10-26,2013,4,10,26,43,Elbląg,Warmińsko-Mazurskie,Tarnów,Małopolskie
5698,roses,40.00,2013-10-26,2013,4,10,26,43,Łódź,Łódzkie,Elbląg,Warmińsko-Mazurskie
5699,tulips,40.00,2013-10-27,2013,4,10,27,43,Sandomierz,Świętokrzyskie,Łańcut,Podkarpackie
5700,roses,40.00,2013-10-27,2013,4,10,27,43,Głogów,Dolnośląskie,Piła,Wielkopolskie
5701,tulips,40.00,2013-10-27,2013,4,10,27,43,Zgierz,Łódzkie,Wrocław,Dolnośląskie
5702,roses,40.00,2013-10-27,2013,4,10,27,43,Nowy Sącz,Małopolskie,Sandomierz,Świętokrzyskie
5703,roses,40.00,2013-10-27,2013,4,10,27,43,Mielec,Podkarpackie,Jelenia Góra,Dolnośląskie
5704,tulips,40.00,2013-10-27,2013,4,10,27,43,Sieradz,Łódzkie,Nowy Sącz,Małopolskie
5705,mix,40.00,2013-10-27,2013,4,10,27,43,Malbork,Pomorskie,Kolno,Podlaskie
5706,roses,40.00,2013-10-27,2013,4,10,27,43,Włocławek,Kujawsko-Pomorskie,Wadowice,Małopolskie
5707,mix,40.00,2013-10-27,2013,4,10,27,43,Lubin,Dolnośląskie,Gryfice,Zachodniopomorskie
5708,tulips,40.00,2013-10-27,2013,4,10,27,43,Toruń,Kujawsko-Pomorskie,Giżycko,Warmińsko-Mazurskie
5709,roses,40.00,2013-10-27,2013,4,10,27,43,Płock,Mazowieckie,Kraków,Małopolskie
5710,mix,40.00,2013-10-27,2013,4,10,27,43,Gdańsk,Pomorskie,Toruń,Kujawsko-Pomorskie
5711,tulips,40.00,2013-10-27,2013,4,10,27,43,Głogów,Dolnośląskie,Gdańsk,Pomorskie
5712,mix,40.00,2013-10-27,2013,4,10,27,43,Sieradz,Łódzkie,Malbork,Pomorskie
5713,mix,40.00,2013-10-27,2013,4,10,27,43,Warszawa,Mazowieckie,Suwałki,Podlaskie
5714,mix,40.00,2013-10-28,2013,4,10,28,44,Iława,Warmińsko-Mazurskie,Olsztyn,Warmińsko-Mazurskie
5715,tulips,40.00,2013-10-28,2013,4,10,28,44,Poznań,Wielkopolskie,Gryfice,Zachodniopomorskie
5716,tulips,40.00,2013-10-28,2013,4,10,28,44,Koszalin,Zachodniopomorskie,Bydgoszcz,Kujawsko-Pomorskie
5717,roses,40.00,2013-10-28,2013,4,10,28,44,Toruń,Kujawsko-Pomorskie,Tczew,Pomorskie
5718,roses,40.00,2013-10-28,2013,4,10,28,44,Piła,Wielkopolskie,Wadowice,Małopolskie
5719,tulips,40.00,2013-10-28,2013,4,10,28,44,Opole,Opolskie,Nowy Targ,Małopolskie
5720,roses,40.00,2013-10-29,2013,4,10,29,44,Katowice,Śląskie,Lublin,Lubelskie
5721,tulips,40.00,2013-10-29,2013,4,10,29,44,Poznań,Wielkopolskie,Poznań,Wielkopolskie
5722,roses,40.00,2013-10-29,2013,4,10,29,44,Giżycko,Warmińsko-Mazurskie,Katowice,Śląskie
5723,roses,40.00,2013-10-29,2013,4,10,29,44,Gniezno,Wielkopolskie,Olsztyn,Warmińsko-Mazurskie
5724,roses,40.00,2013-10-29,2013,4,10,29,44,Krosno,Podkarpackie,Warszawa,Mazowieckie
5725,tulips,40.00,2013-10-29,2013,4,10,29,44,Kraków,Małopolskie,Lubin,Dolnośląskie
5726,tulips,40.00,2013-10-29,2013,4,10,29,44,Warszawa,Mazowieckie,Kraków,Małopolskie
5727,tulips,40.00,2013-10-29,2013,4,10,29,44,Gniezno,Wielkopolskie,Ełk,Warmińsko-Mazurskie
5728,tulips,40.00,2013-10-29,2013,4,10,29,44,Warszawa,Mazowieckie,Kraków,Małopolskie
5729,tulips,40.00,2013-10-29,2013,4,10,29,44,Wadowice,Małopolskie,Zielona Góra,Lubuskie
5730,mix,40.00,2013-10-29,2013,4,10,29,44,Kraków,Małopolskie,Poznań,Wielkopolskie
5731,tulips,40.00,2013-10-29,2013,4,10,29,44,Warszawa,Mazowieckie,Wadowice,Małopolskie
5732,tulips,40.00,2013-10-29,2013,4,10,29,44,Kraków,Małopolskie,Częstochowa,Śląskie
5733,roses,40.00,2013-10-29,2013,4,10,29,44,Lublin,Lubelskie,Nowy Targ,Małopolskie
5734,roses,40.00,2013-10-29,2013,4,10,29,44,Bielsko-Biała,Śląskie,Kalisz,Wielkopolskie
5735,tulips,40.00,2013-10-29,2013,4,10,29,44,Giżycko,Warmińsko-Mazurskie,Opole,Opolskie
5736,tulips,40.00,2013-10-30,2013,4,10,30,44,Olsztyn,Warmińsko-Mazurskie,Kluczbork,Opolskie
5737,tulips,40.00,2013-10-30,2013,4,10,30,44,Gniezno,Wielkopolskie,Nowy Sącz,Małopolskie
5738,tulips,40.00,2013-10-30,2013,4,10,30,44,Ełk,Warmińsko-Mazurskie,Kraków,Małopolskie
5739,tulips,40.00,2013-10-30,2013,4,10,30,44,Zielona Góra,Lubuskie,Tczew,Pomorskie
5740,mix,40.00,2013-10-30,2013,4,10,30,44,Poznań,Wielkopolskie,Płock,Mazowieckie
5741,roses,40.00,2013-10-30,2013,4,10,30,44,Kraków,Małopolskie,Biała Podlaska,Lubelskie
5742,mix,40.00,2013-10-30,2013,4,10,30,44,Kraków,Małopolskie,Augustów,Podlaskie
5743,mix,40.00,2013-10-30,2013,4,10,30,44,Nowy Sącz,Małopolskie,Gdańsk,Pomorskie
5744,mix,40.00,2013-10-30,2013,4,10,30,44,Nowy Sącz,Małopolskie,Zamość,Lubelskie
5745,tulips,40.00,2013-10-30,2013,4,10,30,44,Lublin,Lubelskie,Kraków,Małopolskie
5746,tulips,40.00,2013-10-30,2013,4,10,30,44,Gryfice,Zachodniopomorskie,Lublin,Lubelskie
5747,tulips,40.00,2013-10-30,2013,4,10,30,44,Warszawa,Mazowieckie,Gryfice,Zachodniopomorskie
5748,tulips,40.00,2013-10-30,2013,4,10,30,44,Wrocław,Dolnośląskie,Zgierz,Łódzkie
5749,tulips,40.00,2013-10-30,2013,4,10,30,44,Opole,Opolskie,Kraków,Małopolskie
5750,tulips,40.00,2013-10-30,2013,4,10,30,44,Kielce,Świętokrzyskie,Sandomierz,Świętokrzyskie
5751,mix,40.00,2013-10-30,2013,4,10,30,44,Ełk,Warmińsko-Mazurskie,Suwałki,Podlaskie
5752,mix,40.00,2013-10-31,2013,4,10,31,44,Mielec,Podkarpackie,Kolno,Podlaskie
5753,mix,40.00,2013-10-31,2013,4,10,31,44,Malbork,Pomorskie,Wrocław,Dolnośląskie
5754,mix,40.00,2013-10-31,2013,4,10,31,44,Krosno,Podkarpackie,Wrocław,Dolnośląskie
5755,tulips,40.00,2013-10-31,2013,4,10,31,44,Toruń,Kujawsko-Pomorskie,Tarnów,Małopolskie
5756,roses,40.00,2013-10-31,2013,4,10,31,44,Ełk,Warmińsko-Mazurskie,Lublin,Lubelskie
5757,mix,40.00,2013-10-31,2013,4,10,31,44,Słupsk,Pomorskie,Kraków,Małopolskie
5758,tulips,40.00,2013-10-31,2013,4,10,31,44,Mielec,Podkarpackie,Radom,Mazowieckie
5759,mix,40.00,2013-10-31,2013,4,10,31,44,Wrocław,Dolnośląskie,Warszawa,Mazowieckie
5760,mix,40.00,2013-10-31,2013,4,10,31,44,Tarnów,Małopolskie,Wrocław,Dolnośląskie
5761,mix,40.00,2013-10-31,2013,4,10,31,44,Kraków,Małopolskie,Malbork,Pomorskie
5762,mix,40.00,2013-10-31,2013,4,10,31,44,Chełm,Lubelskie,Tarnów,Małopolskie
5763,roses,40.00,2013-10-31,2013,4,10,31,44,Kraków,Małopolskie,Augustów,Podlaskie
5764,tulips,40.00,2013-10-31,2013,4,10,31,44,Giżycko,Warmińsko-Mazurskie,Łańcut,Podkarpackie
5765,roses,40.00,2013-10-31,2013,4,10,31,44,Lublin,Lubelskie,Wrocław,Dolnośląskie
5766,mix,40.00,2013-11-01,2013,4,11,1,44,Malbork,Pomorskie,Gdańsk,Pomorskie
5767,tulips,40.00,2013-11-01,2013,4,11,1,44,Gniezno,Wielkopolskie,Kalisz,Wielkopolskie
5768,tulips,40.00,2013-11-01,2013,4,11,1,44,Łańcut,Podkarpackie,Kraków,Małopolskie
5769,tulips,40.00,2013-11-01,2013,4,11,1,44,Kluczbork,Opolskie,Łańcut,Podkarpackie
5770,tulips,40.00,2013-11-01,2013,4,11,1,44,Zielona Góra,Lubuskie,Poznań,Wielkopolskie
5771,mix,40.00,2013-11-01,2013,4,11,1,44,Kraków,Małopolskie,Włocławek,Kujawsko-Pomorskie
5772,roses,40.00,2013-11-01,2013,4,11,1,44,Tczew,Pomorskie,Olsztyn,Warmińsko-Mazurskie
5773,mix,40.00,2013-11-01,2013,4,11,1,44,Warszawa,Mazowieckie,Elbląg,Warmińsko-Mazurskie
5774,roses,40.00,2013-11-01,2013,4,11,1,44,Płock,Mazowieckie,Wadowice,Małopolskie
5775,tulips,40.00,2013-11-01,2013,4,11,1,44,Krosno,Podkarpackie,Włocławek,Kujawsko-Pomorskie
5776,tulips,40.00,2013-11-01,2013,4,11,1,44,Zamość,Lubelskie,Wadowice,Małopolskie
5777,tulips,40.00,2013-11-01,2013,4,11,1,44,Łańcut,Podkarpackie,Głogów,Dolnośląskie
5778,mix,40.00,2013-11-02,2013,4,11,2,44,Wieliczka,Małopolskie,Kraków,Małopolskie
5779,mix,40.00,2013-11-02,2013,4,11,2,44,Gdynia,Pomorskie,Włocławek,Kujawsko-Pomorskie
5780,mix,40.00,2013-11-02,2013,4,11,2,44,Radom,Mazowieckie,Poznań,Wielkopolskie
5781,tulips,40.00,2013-11-02,2013,4,11,2,44,Nowy Sącz,Małopolskie,Kraków,Małopolskie
5782,tulips,40.00,2013-11-02,2013,4,11,2,44,Lublin,Lubelskie,Żagań,Lubuskie
5783,tulips,40.00,2013-11-02,2013,4,11,2,44,Nowy Targ,Małopolskie,Warszawa,Mazowieckie
5784,tulips,40.00,2013-11-03,2013,4,11,3,44,Toruń,Kujawsko-Pomorskie,Łódź,Łódzkie
5785,mix,40.00,2013-11-03,2013,4,11,3,44,Poznań,Wielkopolskie,Chełm,Lubelskie
5786,tulips,40.00,2013-11-03,2013,4,11,3,44,Kraków,Małopolskie,Wrocław,Dolnośląskie
5787,mix,40.00,2013-11-03,2013,4,11,3,44,Zielona Góra,Lubuskie,Lublin,Lubelskie
5788,tulips,40.00,2013-11-03,2013,4,11,3,44,Malbork,Pomorskie,Białystok,Podlaskie
5789,mix,40.00,2013-11-03,2013,4,11,3,44,Częstochowa,Śląskie,Warszawa,Mazowieckie
5790,tulips,40.00,2013-11-03,2013,4,11,3,44,Warszawa,Mazowieckie,Olsztyn,Warmińsko-Mazurskie
5791,roses,40.00,2013-11-03,2013,4,11,3,44,Toruń,Kujawsko-Pomorskie,Wrocław,Dolnośląskie
5792,tulips,40.00,2013-11-03,2013,4,11,3,44,Opole,Opolskie,Gniezno,Wielkopolskie
5793,tulips,40.00,2013-11-03,2013,4,11,3,44,Kraków,Małopolskie,Giżycko,Warmińsko-Mazurskie
5794,roses,40.00,2013-11-03,2013,4,11,3,44,Częstochowa,Śląskie,Warszawa,Mazowieckie
5795,tulips,40.00,2013-11-03,2013,4,11,3,44,Sopot,Pomorskie,Zamość,Lubelskie
5796,tulips,40.00,2013-11-03,2013,4,11,3,44,Włocławek,Kujawsko-Pomorskie,Elbląg,Warmińsko-Mazurskie
5797,roses,40.00,2013-11-03,2013,4,11,3,44,Poznań,Wielkopolskie,Bielsko-Biała,Śląskie
5798,roses,40.00,2013-11-03,2013,4,11,3,44,Mielec,Podkarpackie,Łódź,Łódzkie
5799,roses,40.00,2013-11-03,2013,4,11,3,44,Sieradz,Łódzkie,Warszawa,Mazowieckie
5800,tulips,40.00,2013-11-03,2013,4,11,3,44,Kielce,Świętokrzyskie,Chełm,Lubelskie
5801,roses,40.00,2013-11-04,2013,4,11,4,45,Tczew,Pomorskie,Nowy Targ,Małopolskie
5802,mix,40.00,2013-11-04,2013,4,11,4,45,Opole,Opolskie,Warszawa,Mazowieckie
5803,tulips,40.00,2013-11-04,2013,4,11,4,45,Gdańsk,Pomorskie,Warszawa,Mazowieckie
5804,mix,40.00,2013-11-04,2013,4,11,4,45,Tczew,Pomorskie,Zamość,Lubelskie
5805,tulips,40.00,2013-11-04,2013,4,11,4,45,Elbląg,Warmińsko-Mazurskie,Poznań,Wielkopolskie
5806,mix,40.00,2013-11-04,2013,4,11,4,45,Zamość,Lubelskie,Kraków,Małopolskie
5807,tulips,40.00,2013-11-04,2013,4,11,4,45,Głogów,Dolnośląskie,Kraków,Małopolskie
5808,mix,40.00,2013-11-04,2013,4,11,4,45,Kluczbork,Opolskie,Kolno,Podlaskie
5809,roses,40.00,2013-11-04,2013,4,11,4,45,Lubin,Dolnośląskie,Nowy Targ,Małopolskie
5810,roses,40.00,2013-11-04,2013,4,11,4,45,Tczew,Pomorskie,Wrocław,Dolnośląskie
5811,tulips,40.00,2013-11-04,2013,4,11,4,45,Częstochowa,Śląskie,Nowy Targ,Małopolskie
5812,roses,40.00,2013-11-04,2013,4,11,4,45,Kielce,Świętokrzyskie,Tczew,Pomorskie
5813,tulips,40.00,2013-11-04,2013,4,11,4,45,Gniezno,Wielkopolskie,Sopot,Pomorskie
5814,tulips,40.00,2013-11-04,2013,4,11,4,45,Bielsko-Biała,Śląskie,Kalisz,Wielkopolskie
5815,tulips,40.00,2013-11-05,2013,4,11,5,45,Lubin,Dolnośląskie,Głogów,Dolnośląskie
5816,mix,40.00,2013-11-05,2013,4,11,5,45,Słupsk,Pomorskie,Warszawa,Mazowieckie
5817,roses,40.00,2013-11-05,2013,4,11,5,45,Toruń,Kujawsko-Pomorskie,Nowy Sącz,Małopolskie
5818,tulips,40.00,2013-11-05,2013,4,11,5,45,Nowy Sącz,Małopolskie,Wieliczka,Małopolskie
5819,mix,40.00,2013-11-05,2013,4,11,5,45,Głogów,Dolnośląskie,Bydgoszcz,Kujawsko-Pomorskie
5820,tulips,40.00,2013-11-05,2013,4,11,5,45,Łódź,Łódzkie,Gdańsk,Pomorskie
5821,mix,40.00,2013-11-05,2013,4,11,5,45,Łódź,Łódzkie,Sopot,Pomorskie
5822,tulips,40.00,2013-11-05,2013,4,11,5,45,Słupsk,Pomorskie,Sandomierz,Świętokrzyskie
5823,roses,40.00,2013-11-05,2013,4,11,5,45,Przemyśl,Podkarpackie,Opole,Opolskie
5824,mix,40.00,2013-11-05,2013,4,11,5,45,Giżycko,Warmińsko-Mazurskie,Przemyśl,Podkarpackie
5825,roses,40.00,2013-11-05,2013,4,11,5,45,Gniezno,Wielkopolskie,Warszawa,Mazowieckie
5826,mix,40.00,2013-11-05,2013,4,11,5,45,Ełk,Warmińsko-Mazurskie,Lublin,Lubelskie
5827,roses,40.00,2013-11-05,2013,4,11,5,45,Iława,Warmińsko-Mazurskie,Malbork,Pomorskie
5828,mix,40.00,2013-11-05,2013,4,11,5,45,Koszalin,Zachodniopomorskie,Kraków,Małopolskie
5829,tulips,40.00,2013-11-06,2013,4,11,6,45,Poznań,Wielkopolskie,Kraków,Małopolskie
5830,roses,40.00,2013-11-06,2013,4,11,6,45,Lubin,Dolnośląskie,Lubin,Dolnośląskie
5831,mix,40.00,2013-11-06,2013,4,11,6,45,Malbork,Pomorskie,Poznań,Wielkopolskie
5832,tulips,40.00,2013-11-06,2013,4,11,6,45,Wieliczka,Małopolskie,Kraków,Małopolskie
5833,tulips,40.00,2013-11-06,2013,4,11,6,45,Augustów,Podlaskie,Włocławek,Kujawsko-Pomorskie
5834,mix,40.00,2013-11-06,2013,4,11,6,45,Gdańsk,Pomorskie,Warszawa,Mazowieckie
5835,tulips,40.00,2013-11-06,2013,4,11,6,45,Malbork,Pomorskie,Olsztyn,Warmińsko-Mazurskie
5836,roses,40.00,2013-11-06,2013,4,11,6,45,Toruń,Kujawsko-Pomorskie,Częstochowa,Śląskie
5837,roses,40.00,2013-11-06,2013,4,11,6,45,Bielsko-Biała,Śląskie,Krosno,Podkarpackie
5838,roses,40.00,2013-11-06,2013,4,11,6,45,Warszawa,Mazowieckie,Nowy Sącz,Małopolskie
5839,tulips,40.00,2013-11-06,2013,4,11,6,45,Gorzów Wielkopolski,Lubuskie,Giżycko,Warmińsko-Mazurskie
5840,tulips,40.00,2013-11-06,2013,4,11,6,45,Tczew,Pomorskie,Sandomierz,Świętokrzyskie
5841,tulips,40.00,2013-11-06,2013,4,11,6,45,Kraków,Małopolskie,Malbork,Pomorskie
5842,mix,40.00,2013-11-06,2013,4,11,6,45,Zielona Góra,Lubuskie,Sopot,Pomorskie
5843,tulips,40.00,2013-11-06,2013,4,11,6,45,Kluczbork,Opolskie,Malbork,Pomorskie
5844,mix,40.00,2013-11-06,2013,4,11,6,45,Tarnów,Małopolskie,Warszawa,Mazowieckie
5845,tulips,40.00,2013-11-06,2013,4,11,6,45,Warszawa,Mazowieckie,Kluczbork,Opolskie
5846,mix,40.00,2013-11-06,2013,4,11,6,45,Wadowice,Małopolskie,Warszawa,Mazowieckie
5847,mix,40.00,2013-11-06,2013,4,11,6,45,Żagań,Lubuskie,Giżycko,Warmińsko-Mazurskie
5848,mix,40.00,2013-11-06,2013,4,11,6,45,Warszawa,Mazowieckie,Katowice,Śląskie
5849,mix,40.00,2013-11-06,2013,4,11,6,45,Katowice,Śląskie,Katowice,Śląskie
5850,tulips,40.00,2013-11-06,2013,4,11,6,45,Elbląg,Warmińsko-Mazurskie,Bielsko-Biała,Śląskie
5851,tulips,40.00,2013-11-07,2013,4,11,7,45,Łódź,Łódzkie,Gdańsk,Pomorskie
5852,roses,40.00,2013-11-07,2013,4,11,7,45,Tarnów,Małopolskie,Ełk,Warmińsko-Mazurskie
5853,tulips,40.00,2013-11-07,2013,4,11,7,45,Warszawa,Mazowieckie,Warszawa,Mazowieckie
5854,roses,40.00,2013-11-07,2013,4,11,7,45,Suwałki,Podlaskie,Giżycko,Warmińsko-Mazurskie
5855,mix,40.00,2013-11-07,2013,4,11,7,45,Warszawa,Mazowieckie,Żagań,Lubuskie
5856,tulips,40.00,2013-11-07,2013,4,11,7,45,Warszawa,Mazowieckie,Augustów,Podlaskie
